user_id,variant,country,first_exposure_ts,orders,converted,revenue_eur,bundle_orders,returned
U008051,treatment,DE,2026-04-13 15:32:55,2.0,1,107.95,0.0,0.0
U011611,control,DE,2026-04-13 15:48:07,0.0,0,0.0,0.0,0.0
U018111,treatment,IT,2026-04-13 16:03:00,0.0,0,0.0,0.0,0.0
U002640,treatment,DE,2026-04-13 16:05:02,1.0,1,37.98,0.0,0.0
U018275,control,DE,2026-04-13 16:16:06,1.0,1,54.97,0.0,0.0
U014528,control,IT,2026-04-13 16:18:14,1.0,1,34.18,0.0,0.0
U007517,control,DE,2026-04-13 16:20:20,1.0,1,155.94,0.0,0.0
U018368,control,IT,2026-04-13 16:21:13,0.0,0,0.0,0.0,0.0
U022144,control,DE,2026-04-13 16:35:40,0.0,0,0.0,0.0,0.0
U024244,treatment,IT,2026-04-13 16:44:56,1.0,1,26.23,1.0,1.0
U020806,control,IT,2026-04-13 16:45:29,0.0,0,0.0,0.0,0.0
U012106,treatment,IT,2026-04-13 16:55:39,2.0,1,133.95,0.0,0.0
U022828,control,DE,2026-04-13 17:06:44,0.0,0,0.0,0.0,0.0
U022506,control,DE,2026-04-13 17:09:48,0.0,0,0.0,0.0,0.0
U017079,control,DE,2026-04-13 17:21:18,0.0,0,0.0,0.0,0.0
U010852,treatment,DE,2026-04-13 17:24:29,1.0,1,136.96,0.0,0.0
U023756,treatment,IT,2026-04-13 17:39:12,1.0,1,29.99,0.0,0.0
U022374,control,IT,2026-04-13 17:43:24,1.0,1,19.99,0.0,0.0
U010897,control,DE,2026-04-13 17:46:10,1.0,1,39.99,0.0,0.0
U024246,treatment,IT,2026-04-13 17:47:33,1.0,1,48.98,0.0,0.0
U024245,treatment,DE,2026-04-13 17:48:17,1.0,1,32.98,0.0,0.0
U022324,treatment,IT,2026-04-13 17:48:54,0.0,0,0.0,0.0,0.0
U024247,treatment,DE,2026-04-13 18:17:04,1.0,1,51.98,0.0,0.0
U005638,treatment,IT,2026-04-13 18:18:07,1.0,1,28.98,0.0,0.0
U002417,treatment,IT,2026-04-13 18:29:55,1.0,1,49.98,0.0,0.0
U019210,treatment,IT,2026-04-13 18:38:08,2.0,1,95.96,0.0,0.0
U024249,control,IT,2026-04-13 18:44:37,1.0,1,33.28,0.0,0.0
U018726,control,DE,2026-04-13 18:46:47,1.0,1,39.98,0.0,0.0
U021130,treatment,IT,2026-04-13 18:50:57,0.0,0,0.0,0.0,0.0
U024248,treatment,IT,2026-04-13 18:51:49,1.0,1,21.59,0.0,0.0
U018876,control,DE,2026-04-13 19:03:51,0.0,0,0.0,0.0,0.0
U015931,control,IT,2026-04-13 19:14:48,0.0,0,0.0,0.0,0.0
U024250,treatment,IT,2026-04-13 19:23:45,1.0,1,24.29,0.0,0.0
U012175,treatment,IT,2026-04-13 19:28:41,2.0,1,151.96,0.0,0.0
U024251,treatment,DE,2026-04-13 19:37:25,1.0,1,26.09,0.0,0.0
U002363,control,DE,2026-04-13 19:37:55,0.0,0,0.0,0.0,0.0
U022707,treatment,IT,2026-04-13 19:40:30,0.0,0,0.0,0.0,0.0
U024252,control,DE,2026-04-13 19:42:11,1.0,1,15.29,0.0,0.0
U022604,treatment,DE,2026-04-13 19:47:28,1.0,1,116.96,1.0,0.0
U001516,control,IT,2026-04-13 19:48:57,1.0,1,36.98,0.0,0.0
U017878,control,IT,2026-04-13 19:59:58,0.0,0,0.0,0.0,0.0
U021388,control,IT,2026-04-13 20:11:46,2.0,1,102.96,0.0,0.0
U024253,control,DE,2026-04-13 20:15:39,1.0,1,52.17,0.0,0.0
U018135,control,DE,2026-04-13 20:16:23,0.0,0,0.0,0.0,0.0
U020473,treatment,DE,2026-04-13 20:18:26,0.0,0,0.0,0.0,0.0
U014722,treatment,IT,2026-04-13 20:21:15,0.0,0,0.0,0.0,0.0
U024254,treatment,DE,2026-04-13 20:21:41,1.0,1,49.98,0.0,0.0
U024255,treatment,IT,2026-04-13 20:47:49,1.0,1,34.33,1.0,0.0
U022177,treatment,DE,2026-04-13 20:49:44,1.0,1,125.2,1.0,0.0
U012905,control,IT,2026-04-13 20:49:52,0.0,0,0.0,0.0,0.0
U005263,treatment,IT,2026-04-13 20:51:55,0.0,0,0.0,0.0,0.0
U024257,control,IT,2026-04-13 20:54:41,1.0,1,24.99,0.0,0.0
U024258,control,IT,2026-04-13 20:55:13,1.0,1,17.99,0.0,0.0
U021664,control,IT,2026-04-13 21:01:00,1.0,1,102.97,0.0,0.0
U024256,treatment,DE,2026-04-13 21:03:02,1.0,1,38.98,0.0,1.0
U023559,treatment,DE,2026-04-13 21:07:04,1.0,1,43.98,0.0,0.0
U009922,treatment,DE,2026-04-13 21:11:18,3.0,1,229.9,0.0,0.0
U017709,control,IT,2026-04-13 21:12:13,0.0,0,0.0,0.0,0.0
U020420,control,DE,2026-04-13 21:19:29,0.0,0,0.0,0.0,0.0
U002677,control,DE,2026-04-13 21:31:50,3.0,1,232.92,0.0,0.0
U013526,control,IT,2026-04-13 21:32:45,1.0,1,16.99,0.0,0.0
U023159,treatment,IT,2026-04-13 21:38:22,0.0,0,0.0,0.0,0.0
U014632,treatment,DE,2026-04-13 21:39:59,0.0,0,0.0,0.0,0.0
U007704,control,DE,2026-04-13 21:52:52,0.0,0,0.0,0.0,0.0
U010989,treatment,DE,2026-04-13 22:03:50,1.0,1,59.97,0.0,0.0
U020061,control,IT,2026-04-13 22:07:08,1.0,1,101.96,0.0,0.0
U023396,control,IT,2026-04-13 22:09:40,0.0,0,0.0,0.0,0.0
U022287,control,DE,2026-04-13 22:12:16,1.0,1,19.99,0.0,0.0
U016357,treatment,IT,2026-04-13 22:19:42,2.0,1,201.92,1.0,0.0
U014922,control,DE,2026-04-13 22:42:49,0.0,0,0.0,0.0,0.0
U018482,treatment,DE,2026-04-13 22:57:23,1.0,1,49.22,1.0,0.0
U021864,control,DE,2026-04-13 23:00:53,2.0,1,129.95,0.0,0.0
U002641,control,IT,2026-04-13 23:11:50,2.0,1,82.97,0.0,0.0
U024181,control,DE,2026-04-13 23:23:31,0.0,0,0.0,0.0,0.0
U021122,treatment,DE,2026-04-13 23:27:53,1.0,1,84.71,1.0,0.0
U017297,control,DE,2026-04-13 23:43:12,3.0,1,379.1,0.0,0.0
U021352,control,DE,2026-04-13 23:48:49,0.0,0,0.0,0.0,0.0
U016243,control,IT,2026-04-13 23:50:53,0.0,0,0.0,0.0,0.0
U008658,control,DE,2026-04-14 00:01:04,0.0,0,0.0,0.0,0.0
U022131,treatment,DE,2026-04-14 00:09:32,1.0,1,74.97,0.0,0.0
U022938,treatment,DE,2026-04-14 00:10:25,0.0,0,0.0,0.0,0.0
U005143,control,IT,2026-04-14 00:15:21,2.0,1,200.92,0.0,0.0
U016070,control,IT,2026-04-14 00:29:09,0.0,0,0.0,0.0,0.0
U014164,control,DE,2026-04-14 00:32:47,0.0,0,0.0,0.0,0.0
U020365,treatment,IT,2026-04-14 00:44:24,1.0,1,35.98,0.0,0.0
U012192,control,DE,2026-04-14 00:45:54,0.0,0,0.0,0.0,0.0
U024259,treatment,DE,2026-04-14 00:59:02,1.0,1,15.99,0.0,0.0
U015635,treatment,IT,2026-04-14 01:02:55,0.0,0,0.0,0.0,0.0
U004683,control,DE,2026-04-14 01:07:04,1.0,1,59.99,0.0,0.0
U006381,control,DE,2026-04-14 01:13:10,0.0,0,0.0,0.0,0.0
U004796,treatment,DE,2026-04-14 01:22:15,0.0,0,0.0,0.0,0.0
U004805,control,DE,2026-04-14 01:28:43,0.0,0,0.0,0.0,0.0
U020062,control,IT,2026-04-14 01:35:59,0.0,0,0.0,0.0,0.0
U021427,treatment,IT,2026-04-14 01:45:32,0.0,0,0.0,0.0,0.0
U000110,control,IT,2026-04-14 01:49:05,0.0,0,0.0,0.0,0.0
U011045,control,DE,2026-04-14 02:04:28,0.0,0,0.0,0.0,0.0
U020268,treatment,DE,2026-04-14 02:10:12,0.0,0,0.0,0.0,0.0
U018361,treatment,DE,2026-04-14 02:11:20,1.0,1,32.98,0.0,0.0
U000549,control,DE,2026-04-14 02:19:14,0.0,0,0.0,0.0,0.0
U023476,treatment,IT,2026-04-14 02:27:55,0.0,0,0.0,0.0,0.0
U023708,treatment,DE,2026-04-14 02:28:34,3.0,1,214.92,0.0,0.0
U018517,control,DE,2026-04-14 03:10:38,0.0,0,0.0,0.0,0.0
U024075,control,DE,2026-04-14 03:28:26,0.0,0,0.0,0.0,0.0
U019641,control,IT,2026-04-14 03:38:59,1.0,1,14.99,0.0,0.0
U022943,control,DE,2026-04-14 03:59:24,1.0,1,43.98,0.0,0.0
U022941,control,IT,2026-04-14 04:09:22,0.0,0,0.0,0.0,0.0
U022705,control,IT,2026-04-14 04:17:35,0.0,0,0.0,0.0,0.0
U019133,treatment,DE,2026-04-14 04:21:47,0.0,0,0.0,0.0,0.0
U021663,control,DE,2026-04-14 04:40:41,1.0,1,57.98,0.0,0.0
U020943,treatment,IT,2026-04-14 04:53:34,1.0,1,69.97,0.0,0.0
U016280,treatment,IT,2026-04-14 04:55:54,0.0,0,0.0,0.0,0.0
U020395,control,DE,2026-04-14 05:01:04,0.0,0,0.0,0.0,0.0
U016116,control,DE,2026-04-14 05:07:50,2.0,1,72.97,0.0,0.0
U022013,treatment,IT,2026-04-14 05:16:35,1.0,1,59.72,1.0,0.0
U020960,treatment,IT,2026-04-14 05:27:42,0.0,0,0.0,0.0,0.0
U013067,control,DE,2026-04-14 05:27:50,0.0,0,0.0,0.0,0.0
U007394,control,IT,2026-04-14 05:32:31,1.0,1,96.97,0.0,0.0
U021923,treatment,DE,2026-04-14 05:32:53,0.0,0,0.0,0.0,0.0
U007751,control,DE,2026-04-14 05:41:58,1.0,1,34.98,0.0,0.0
U018808,treatment,IT,2026-04-14 05:46:56,0.0,0,0.0,0.0,0.0
U022037,treatment,DE,2026-04-14 05:57:30,0.0,0,0.0,0.0,0.0
U024260,control,DE,2026-04-14 05:57:31,4.0,1,246.89,0.0,0.0
U023077,control,IT,2026-04-14 05:59:52,0.0,0,0.0,0.0,0.0
U008404,control,DE,2026-04-14 06:00:02,0.0,0,0.0,0.0,0.0
U015766,treatment,IT,2026-04-14 06:20:33,0.0,0,0.0,0.0,0.0
U013782,treatment,IT,2026-04-14 06:26:34,0.0,0,0.0,0.0,0.0
U016681,treatment,IT,2026-04-14 06:36:25,0.0,0,0.0,0.0,0.0
U022027,control,IT,2026-04-14 06:47:36,0.0,0,0.0,0.0,0.0
U023496,treatment,DE,2026-04-14 06:47:58,0.0,0,0.0,0.0,0.0
U018695,treatment,DE,2026-04-14 06:56:29,0.0,0,0.0,0.0,0.0
U016683,control,DE,2026-04-14 06:57:05,1.0,1,80.96,0.0,0.0
U020391,treatment,DE,2026-04-14 07:55:11,0.0,0,0.0,0.0,0.0
U019886,treatment,DE,2026-04-14 08:00:40,0.0,0,0.0,0.0,0.0
U024261,control,IT,2026-04-14 08:20:18,1.0,1,19.99,0.0,0.0
U022816,treatment,DE,2026-04-14 08:24:01,0.0,0,0.0,0.0,0.0
U003054,treatment,DE,2026-04-14 08:37:39,0.0,0,0.0,0.0,0.0
U020029,treatment,DE,2026-04-14 08:54:02,1.0,1,19.99,0.0,0.0
U019955,control,DE,2026-04-14 09:01:32,0.0,0,0.0,0.0,0.0
U024262,treatment,DE,2026-04-14 09:17:06,3.0,1,237.41,2.0,0.0
U011277,control,IT,2026-04-14 09:20:10,1.0,1,75.97,0.0,0.0
U015824,control,DE,2026-04-14 09:26:06,1.0,1,225.94,0.0,0.0
U001343,control,IT,2026-04-14 09:30:24,0.0,0,0.0,0.0,0.0
U024263,control,IT,2026-04-14 09:31:38,1.0,1,11.99,0.0,0.0
U010373,control,IT,2026-04-14 09:39:52,0.0,0,0.0,0.0,0.0
U007905,control,DE,2026-04-14 09:46:47,2.0,1,69.97,0.0,0.0
U012454,treatment,DE,2026-04-14 09:56:03,0.0,0,0.0,0.0,0.0
U024082,treatment,DE,2026-04-14 10:08:15,0.0,0,0.0,0.0,0.0
U012729,control,DE,2026-04-14 10:10:46,1.0,1,39.98,0.0,0.0
U016172,control,DE,2026-04-14 10:11:44,1.0,1,39.99,0.0,0.0
U013262,control,IT,2026-04-14 10:16:49,0.0,0,0.0,0.0,0.0
U022535,treatment,DE,2026-04-14 10:19:11,0.0,0,0.0,0.0,0.0
U015799,control,IT,2026-04-14 10:29:40,2.0,1,67.97,0.0,0.0
U024264,treatment,DE,2026-04-14 10:41:38,1.0,1,43.08,1.0,0.0
U006275,control,DE,2026-04-14 10:51:18,1.0,1,32.98,0.0,0.0
U020049,treatment,IT,2026-04-14 10:55:39,2.0,1,74.97,0.0,1.0
U018781,treatment,DE,2026-04-14 10:56:03,1.0,1,79.98,0.0,0.0
U024265,control,IT,2026-04-14 10:56:39,1.0,1,16.99,0.0,0.0
U024266,treatment,DE,2026-04-14 10:57:12,0.0,0,0.0,0.0,0.0
U020867,treatment,IT,2026-04-14 11:03:09,2.0,1,64.97,0.0,0.0
U024268,control,IT,2026-04-14 11:13:12,2.0,1,43.97,0.0,0.0
U021833,treatment,DE,2026-04-14 11:16:49,1.0,1,43.98,1.0,0.0
U000298,control,DE,2026-04-14 11:17:18,1.0,1,83.97,0.0,0.0
U024267,treatment,IT,2026-04-14 11:17:22,1.0,1,36.78,1.0,0.0
U004901,control,DE,2026-04-14 11:17:33,0.0,0,0.0,0.0,0.0
U022807,control,DE,2026-04-14 11:18:15,0.0,0,0.0,0.0,0.0
U017953,control,IT,2026-04-14 11:21:28,0.0,0,0.0,0.0,0.0
U018898,treatment,DE,2026-04-14 11:23:15,0.0,0,0.0,0.0,0.0
U001033,control,IT,2026-04-14 11:31:09,0.0,0,0.0,0.0,0.0
U006799,treatment,DE,2026-04-14 11:34:09,1.0,1,30.98,0.0,0.0
U008084,control,IT,2026-04-14 11:39:09,0.0,0,0.0,0.0,0.0
U012083,treatment,IT,2026-04-14 11:42:58,1.0,1,24.99,0.0,0.0
U014253,treatment,IT,2026-04-14 12:01:10,0.0,0,0.0,0.0,0.0
U008204,treatment,DE,2026-04-14 12:25:56,0.0,0,0.0,0.0,0.0
U022442,treatment,DE,2026-04-14 12:26:58,2.0,1,37.98,0.0,0.0
U012265,treatment,DE,2026-04-14 12:30:43,0.0,0,0.0,0.0,0.0
U019490,control,IT,2026-04-14 12:35:45,0.0,0,0.0,0.0,0.0
U020294,treatment,IT,2026-04-14 12:38:28,2.0,1,166.69,2.0,0.0
U020321,treatment,IT,2026-04-14 12:38:41,0.0,0,0.0,0.0,0.0
U017715,treatment,DE,2026-04-14 12:48:22,0.0,0,0.0,0.0,0.0
U019544,treatment,DE,2026-04-14 12:52:04,0.0,0,0.0,0.0,0.0
U016585,control,IT,2026-04-14 12:54:41,2.0,1,34.98,0.0,0.0
U005133,treatment,IT,2026-04-14 12:54:51,0.0,0,0.0,0.0,0.0
U024269,control,DE,2026-04-14 12:56:51,1.0,1,17.99,0.0,0.0
U019022,control,IT,2026-04-14 12:57:25,0.0,0,0.0,0.0,0.0
U023965,treatment,DE,2026-04-14 13:06:39,0.0,0,0.0,0.0,0.0
U016989,treatment,DE,2026-04-14 13:20:08,0.0,0,0.0,0.0,0.0
U008572,treatment,IT,2026-04-14 13:57:39,0.0,0,0.0,0.0,0.0
U015509,treatment,IT,2026-04-14 14:06:26,0.0,0,0.0,0.0,0.0
U016882,control,IT,2026-04-14 14:07:47,0.0,0,0.0,0.0,0.0
U016098,treatment,DE,2026-04-14 14:08:41,0.0,0,0.0,0.0,0.0
U012339,treatment,DE,2026-04-14 14:13:02,0.0,0,0.0,0.0,0.0
U004066,control,DE,2026-04-14 14:15:50,0.0,0,0.0,0.0,0.0
U009091,treatment,DE,2026-04-14 14:20:46,2.0,1,152.94,1.0,0.0
U016814,control,IT,2026-04-14 14:21:11,1.0,1,12.99,0.0,0.0
U022495,treatment,DE,2026-04-14 14:59:15,1.0,1,14.99,0.0,0.0
U001297,treatment,IT,2026-04-14 15:03:25,1.0,1,76.97,1.0,0.0
U024270,treatment,IT,2026-04-14 15:08:23,3.0,1,231.92,0.0,0.0
U000911,treatment,IT,2026-04-14 15:10:59,0.0,0,0.0,0.0,0.0
U016984,control,DE,2026-04-14 15:11:17,0.0,0,0.0,0.0,0.0
U003334,control,IT,2026-04-14 15:27:14,0.0,0,0.0,0.0,0.0
U010018,treatment,DE,2026-04-14 15:27:47,0.0,0,0.0,0.0,0.0
U018893,treatment,DE,2026-04-14 15:28:41,0.0,0,0.0,0.0,0.0
U021343,treatment,IT,2026-04-14 15:40:54,2.0,1,142.95,0.0,0.0
U023771,control,IT,2026-04-14 15:43:33,2.0,1,99.96,0.0,0.0
U001618,treatment,DE,2026-04-14 15:43:42,1.0,1,75.98,0.0,0.0
U021317,treatment,DE,2026-04-14 15:49:45,0.0,0,0.0,0.0,0.0
U015593,treatment,DE,2026-04-14 15:57:14,0.0,0,0.0,0.0,0.0
U016700,control,DE,2026-04-14 16:00:40,0.0,0,0.0,0.0,0.0
U017560,treatment,IT,2026-04-14 16:02:43,0.0,0,0.0,0.0,0.0
U008808,treatment,IT,2026-04-14 16:13:02,1.0,1,14.99,0.0,0.0
U007157,treatment,DE,2026-04-14 16:14:40,0.0,0,0.0,0.0,0.0
U024271,treatment,IT,2026-04-14 16:16:31,1.0,1,24.29,0.0,0.0
U024273,treatment,IT,2026-04-14 16:25:52,1.0,1,37.98,0.0,0.0
U011467,control,IT,2026-04-14 16:26:32,3.0,1,273.92,0.0,0.0
U024274,treatment,IT,2026-04-14 16:31:44,1.0,1,44.08,0.0,0.0
U024272,treatment,DE,2026-04-14 16:34:41,1.0,1,34.98,0.0,0.0
U004917,control,IT,2026-04-14 16:47:55,0.0,0,0.0,0.0,0.0
