iteration,rpu_lift_pct
615,7.1909
616,15.377
617,14.6654
618,13.8826
619,12.1393
620,5.784
621,22.2626
622,10.6769
623,8.1162
624,9.3549
625,10.8971
626,17.0558
627,14.6954
628,16.748
629,8.0935
630,13.7438
631,14.7695
632,20.9488
633,14.955
634,15.7909
635,15.3076
636,8.2888
637,13.6363
638,16.1404
639,15.6437
640,14.461
641,11.8241
642,15.9077
643,13.8986
644,15.1425
645,12.3985
646,16.0138
647,22.8046
648,7.0743
649,13.0152
650,12.4399
651,14.4604
652,15.9656
653,13.9745
654,14.1293
655,22.4437
656,24.1343
657,11.2239
658,8.9682
659,21.3172
660,11.4918
661,13.5318
662,13.4921
663,13.8159
664,10.7789
665,15.5009
666,18.4786
667,25.3434
668,15.0094
669,12.7839
670,10.3623
671,17.6486
672,9.1054
673,12.1267
674,16.8503
675,18.2576
676,22.2141
677,16.4832
678,17.7512
679,21.1278
680,11.042
681,21.5033
682,10.8312
683,18.9136
684,12.9108
685,15.0951
686,11.3889
687,20.5567
688,15.2715
689,13.197
690,22.5036
691,17.504
692,13.856
693,18.5151
694,11.5122
695,15.1381
696,3.3903
697,13.1864
698,24.9991
699,17.57
700,15.3749
701,17.2878
702,12.9885
703,19.2008
704,15.888
705,14.9089
706,14.6092
707,11.3645
708,19.7383
709,6.2005
710,11.8471
711,17.1498
712,16.2372
713,19.9624
714,17.4658
715,15.4309
716,14.2812
717,9.0129
718,11.3641
719,17.2179
720,17.525
721,8.985
722,19.2284
723,12.1792
724,17.2343
725,11.5591
726,12.3003
727,23.0389
728,12.3183
729,11.8112
730,8.3475
731,17.0132
732,12.1544
733,11.2089
734,16.8923
735,6.7247
736,16.0989
737,11.7514
738,15.8149
739,17.3199
740,15.0858
741,21.182
742,13.2862
743,14.6503
744,14.7811
745,23.9854
746,10.0213
747,12.4006
748,17.909
749,14.3229
750,22.1194
751,17.5262
752,16.851
753,17.1629
754,17.4458
755,13.4214
756,3.9822
757,7.1071
758,23.4439
759,17.3618
760,6.7058
761,16.6728
762,13.0785
763,18.918
764,20.7818
765,13.1574
766,24.2193
767,21.6212
768,9.5993
769,15.6201
770,17.7452
771,15.9818
772,25.7616
773,8.5777
774,13.7285
775,18.8138
776,13.0408
777,14.9322
778,9.7548
779,17.1647
780,12.7126
781,22.6712
782,14.4518
783,10.265
784,16.2083
785,17.884
786,16.3435
787,8.0747
788,21.6139
789,15.3676
790,11.2916
791,16.1489
792,15.0938
793,18.5039
794,18.525
795,13.3765
796,9.4114
797,22.297
798,19.9349
799,13.5424
800,17.7412
801,14.3159
802,18.7953
803,14.9337
804,22.6929
805,10.8654
806,20.5381
807,17.3723
808,6.8304
809,16.6045
810,21.6809
811,12.2911
812,19.5239
813,15.9868
814,19.9094
815,15.2679
816,19.4664
817,9.3811
818,9.8539
819,13.9933
820,10.7747
821,15.0494
822,15.3793
823,20.5671
824,19.8651
825,19.6973
826,11.9614
827,15.468
828,16.0518
829,10.2263
830,10.4266
831,15.4279
832,14.7633
833,22.4097
834,21.4572
835,12.8584
836,14.4466
837,8.2482
838,16.1514
839,18.2461
840,10.466
841,15.8348
842,11.5664
843,7.5013
844,19.4708
845,11.9291
846,17.4696
847,11.4738
848,19.0258
849,21.2126
850,13.3937
851,14.3883
852,4.937
853,7.2154
854,12.819
855,21.2436
856,24.8522
857,17.6443
858,10.2684
859,14.2435
860,12.4609
861,6.2166
862,22.3017
863,12.8405
864,8.2733
865,16.0958
866,10.8989
867,16.8784
868,17.4409
869,22.0555
870,20.9349
871,5.948
872,12.8331
873,16.3431
874,14.121
875,11.7513
876,11.7003
877,29.0824
878,24.8988
879,11.2304
880,6.8056
881,10.5851
882,10.3915
883,15.8286
884,12.0126
885,13.1491
886,22.6072
887,13.8098
888,21.1224
889,19.6121
890,14.0176
891,20.3759
892,17.9704
893,16.5822
894,6.0312
895,17.4993
896,25.0555
897,19.3818
898,22.0992
899,18.9694
900,22.719
901,12.7682
902,22.4542
903,25.7881
904,14.2533
905,18.4278
906,20.1151
907,19.1709
908,11.2753
909,17.5544
910,13.8424
911,18.3788
912,8.933
913,15.4398
914,20.0643
915,15.815
916,13.2604
917,19.9351
918,17.1566
919,10.7938
920,10.7333
921,7.8347
922,14.8653
923,9.1698
924,13.8133
925,19.0885
926,11.4907
927,14.8594
928,20.0551
929,13.4378
930,16.6431
931,8.482
932,24.2127
933,14.7918
934,14.9283
935,7.2783
936,14.0862
937,23.2713
938,14.0847
939,6.3301
940,18.7125
941,18.4524
942,14.1894
943,10.7419
944,10.4726
945,13.8859
946,15.0864
947,9.7348
948,11.8777
949,12.4421
950,12.8277
951,14.7801
952,14.1139
953,25.0185
954,15.1592
955,22.2378
956,15.7987
957,7.6466
958,18.5109
959,21.2422
960,14.512
961,12.771
962,12.3866
963,16.6782
964,10.4096
965,26.9648
966,18.0065
967,15.4287
968,7.9564
969,16.3949
970,14.4428
971,10.7885
972,16.9061
973,22.9221
974,10.3945
975,17.8025
976,16.5064
977,19.6896
978,16.227
979,6.9441
980,12.009
981,20.4472
982,23.6008
983,13.5322
984,6.7696
985,9.5904
986,18.3535
987,19.2636
988,15.965
989,16.5542
990,6.7116
991,9.8401
992,12.9891
993,18.4919
994,12.1834
995,17.2407
996,15.7603
997,15.9639
998,14.3871
999,13.2809
1000,15.5924
1001,21.809
1002,13.9604
1003,8.3182
1004,13.484
1005,15.7193
1006,17.1412
1007,14.5097
1008,20.7678
1009,14.3951
1010,11.2034
1011,11.4084
1012,16.9342
1013,11.983
1014,15.4053
1015,12.6939
1016,14.0773
1017,8.6749
1018,13.8972
1019,11.3792
1020,16.1089
1021,17.124
1022,23.7881
1023,8.3897
1024,14.0871
1025,17.681
1026,22.2435
1027,8.4977
1028,10.5572
1029,17.9599
1030,11.8658
1031,16.6232
1032,18.4008
1033,8.8596
1034,13.3346
1035,22.1902
1036,15.4311
1037,12.4734
1038,15.9307
1039,17.9053
1040,24.1539
1041,12.2473
1042,13.1583
1043,19.6918
1044,19.298
1045,11.0097
1046,11.7673
1047,24.3229
1048,18.2927
1049,8.9248
1050,16.2463
1051,14.8896
1052,12.8317
1053,16.765
1054,9.6524
1055,7.2811
1056,24.795
1057,16.3284
1058,3.3733
1059,19.6907
1060,10.7411
1061,14.6503
1062,12.1883
1063,20.8434
1064,10.4058
1065,9.1425
1066,16.1127
1067,9.9608
1068,15.3493
1069,11.0265
1070,14.9054
1071,8.2021
1072,10.083
1073,6.14
1074,15.7841
1075,16.2198
1076,20.3575
1077,14.7354
1078,15.8377
1079,5.9641
1080,10.6878
1081,22.7236
1082,21.2953
1083,14.9258
1084,12.4771
1085,14.8231
1086,16.2113
1087,15.127
1088,14.6043
1089,11.6011
1090,19.3313
1091,22.9475
1092,10.4204
1093,14.0536
1094,15.7679
1095,15.1833
1096,26.4361
1097,15.323
1098,17.3911
1099,7.2101
1100,11.6143
1101,11.9863
1102,13.8007
1103,11.2556
1104,10.9188
1105,18.6842
1106,15.1724
1107,13.8467
1108,8.2488
1109,15.3371
1110,16.1289
1111,10.7155
1112,17.9409
1113,11.4149
1114,17.9582
1115,15.88
1116,16.5829
1117,18.6747
1118,13.3879
1119,13.3028
1120,8.048
1121,12.2007
1122,16.7011
1123,21.7533
1124,18.4156
1125,8.0641
1126,6.0877
1127,17.285
1128,16.6266
1129,22.583
1130,15.4619
1131,13.5255
1132,12.1237
1133,12.5375
1134,10.0543
1135,13.6982
1136,12.4521
1137,8.7643
1138,15.0567
1139,8.347
1140,9.5489
1141,20.0868
1142,19.4251
1143,10.8237
1144,17.9684
1145,14.3987
1146,14.2622
1147,18.5051
1148,15.9454
1149,19.0608
1150,18.6743
1151,16.6472
1152,10.0329
1153,11.5107
1154,15.8244
1155,16.5928
1156,15.2326
1157,12.4511
1158,23.5407
1159,22.931
1160,4.2506
1161,13.491
1162,10.144
1163,16.503
1164,11.3222
1165,9.5133
1166,11.6966
1167,11.125
1168,12.6273
1169,14.4476
1170,16.5413
1171,13.8506
1172,23.2469
1173,18.4229
1174,14.4545
1175,12.1263
1176,13.1654
1177,14.8117
1178,8.5201
1179,9.1244
1180,8.8181
1181,16.6435
1182,7.0508
1183,17.7315
1184,17.1754
1185,17.4871
1186,16.1804
1187,11.6551
1188,10.1194
1189,20.5398
1190,12.1737
1191,10.857
1192,13.2747
1193,13.3848
1194,21.668
1195,4.8543
1196,17.3738
1197,16.9468
1198,9.3545
1199,21.5354
1200,12.2433
1201,13.2609
1202,12.7961
1203,15.4195
1204,6.6071
1205,13.8466
1206,15.8224
1207,11.8366
1208,17.5136
1209,20.728
1210,13.7884
1211,11.3948
1212,11.0975
1213,13.7535
1214,12.8202
1215,20.0843
1216,16.5864
1217,11.1102
1218,26.5359
1219,14.0938
1220,14.544
1221,16.3081
1222,17.6353
1223,13.9464
1224,17.6396
1225,17.9409
1226,12.8361
1227,16.9546
1228,9.3619
1229,11.1379
1230,23.0827
1231,15.5598
1232,21.2534
1233,8.7057
1234,9.5311
1235,7.2059
1236,14.0876
1237,11.2063
1238,20.7938
1239,17.8124
1240,13.4629
1241,20.7346
1242,12.0592
1243,10.1034
1244,19.0183
1245,10.5658
1246,14.576
1247,22.6325
1248,16.5516
1249,15.4572
1250,9.1263
1251,14.0942
1252,10.8485
1253,17.7089
1254,26.8612
1255,13.5626
1256,14.1263
1257,15.5752
1258,16.7971
1259,18.4113
1260,18.5382
1261,16.916
1262,23.8499
1263,12.3136
1264,13.857
1265,11.8917
1266,17.2239
1267,17.586
1268,25.5005
1269,16.2598
1270,15.7715
1271,9.4302
1272,16.688
1273,14.8619
1274,16.0765
1275,14.4744
1276,11.0117
1277,22.7303
1278,17.6349
1279,13.6089
1280,19.9689
1281,23.1675
1282,20.0803
1283,14.9522
1284,7.6182
1285,10.3805
1286,14.3514
1287,19.0851
1288,22.1429
1289,18.9834
1290,27.076
1291,14.2322
1292,14.1372
1293,18.0086
1294,13.4239
1295,20.8638
1296,19.3522
1297,16.3646
1298,11.1204
1299,13.2649
1300,19.3319
1301,15.8906
1302,14.3496
1303,19.2465
1304,18.8472
1305,15.9666
1306,25.4206
1307,9.3571
1308,14.8631
1309,15.5423
1310,26.5135
1311,12.7146
1312,17.0796
1313,18.4662
1314,8.2711
1315,15.5607
1316,15.1649
1317,22.1231
1318,14.1913
1319,10.0263
1320,22.5383
1321,21.5312
1322,23.009
1323,7.4554
1324,18.7448
1325,14.7771
1326,11.9779
1327,15.8562
1328,15.427
1329,10.5067
1330,5.6913
1331,20.993
1332,17.5172
1333,13.865
1334,17.5816
1335,15.0618
1336,11.5601
1337,13.3076
1338,15.2572
1339,10.7615
1340,16.178
1341,18.4468
1342,13.3315
1343,14.3632
1344,16.9475
1345,19.6872
1346,15.2416
1347,16.8986
1348,21.1085
1349,18.346
1350,9.4405
1351,8.4766
1352,12.4539
1353,23.8866
1354,16.9553
1355,15.9113
1356,25.6953
1357,14.5626
1358,11.7982
1359,14.5332
1360,15.2498
1361,14.607
1362,15.7137
1363,18.8718
1364,10.348
1365,10.129
1366,13.3366
1367,7.3673
1368,6.7417
1369,14.3605
1370,12.3643
1371,11.0344
1372,16.9931
1373,12.6023
1374,14.1896
1375,12.7128
1376,19.1322
1377,8.5503
1378,10.5644
1379,6.6679
1380,17.8964
1381,15.434
1382,15.4024
1383,11.4153
1384,14.6962
1385,19.4654
1386,20.5505
1387,10.7414
1388,14.2283
1389,13.4332
1390,9.1636
1391,18.8683
1392,8.35
1393,13.4409
1394,17.6165
1395,15.9284
1396,11.8988
1397,16.1071
1398,20.1259
1399,18.3985
1400,13.6626
1401,19.9047
1402,18.8691
1403,11.4414
1404,16.603
1405,18.2255
1406,13.519
1407,13.7117
1408,12.1025
1409,15.2424
1410,7.2626
1411,19.7391
1412,12.8883
1413,23.0038
1414,15.5165
1415,9.8643
1416,21.0992
1417,15.0399
1418,20.2042
1419,16.4429
1420,19.3231
1421,9.8438
1422,19.1142
1423,13.0735
1424,13.9429
1425,6.1152
1426,12.9824
1427,12.3983
1428,14.2387
1429,17.2614
1430,19.3214
1431,11.2081
1432,20.4869
1433,2.6264
1434,14.2175
1435,7.8612
1436,15.1784
1437,9.4645
1438,18.2926
1439,15.1564
1440,16.703
1441,13.9225
1442,12.1162
1443,20.0003
1444,5.6988
1445,14.6995
1446,16.2619
1447,22.7268
1448,24.0694
1449,13.4624
1450,17.4309
1451,15.7184
1452,8.9267
1453,8.9597
1454,16.1976
1455,13.5119
1456,10.4529
1457,20.2774
1458,24.1102
1459,16.0309
1460,16.4206
1461,6.8407
1462,17.326
1463,12.64
1464,13.2762
1465,13.6556
1466,6.3185
1467,17.8118
1468,21.4283
1469,13.2771
1470,15.4798
1471,10.0213
1472,22.7556
1473,9.3655
1474,12.5894
1475,8.5125
1476,2.9147
1477,21.2525
1478,16.6276
1479,24.9455
1480,13.1557
1481,20.4468
1482,7.4755
1483,17.0011
1484,19.4762
1485,13.3766
1486,11.4669
1487,18.5221
1488,18.9326
1489,10.3532
1490,18.3203
1491,23.7124
1492,13.1879
1493,14.0862
1494,12.6123
1495,15.7798
1496,18.5751
1497,9.7865
1498,14.2338
1499,13.0184
1500,12.0939
1501,17.7044
1502,10.651
1503,12.1729
1504,17.3024
1505,13.3312
1506,12.0624
1507,7.6624
1508,18.2535
1509,21.1149
1510,7.5509
1511,17.6928
1512,19.3827
1513,15.9523
1514,13.6441
1515,12.3902
1516,14.0246
1517,18.2633
1518,6.3539
1519,13.3219
1520,13.6955
1521,18.8449
1522,14.288
1523,17.2332
1524,13.3428
1525,8.6025
1526,4.3301
1527,12.3313
1528,23.8974
1529,9.2579
1530,21.2
1531,20.149
1532,16.7545
1533,14.9727
1534,9.4572
1535,7.1597
1536,9.7399
1537,9.2587
1538,22.3833
1539,15.6685
1540,15.448
1541,21.0084
1542,15.5339
1543,8.1864
1544,11.9918
1545,19.898
1546,17.8796
1547,23.6603
1548,14.0602
1549,13.9762
1550,9.2217
1551,16.105
1552,12.5176
1553,11.7496
1554,22.8073
1555,21.9429
1556,24.0672
1557,8.9549
1558,21.0322
1559,19.9101
1560,18.3253
1561,7.8636
1562,22.6185
1563,18.8985
1564,0.8897
1565,21.2242
1566,11.4507
1567,9.6905
1568,14.7213
1569,12.5026
1570,15.4092
1571,15.6885
1572,14.6744
1573,8.7956
1574,10.8496
1575,17.013
1576,15.8645
1577,11.5565
1578,18.8501
1579,14.1568
1580,11.4703
1581,11.6347
1582,9.0452
1583,19.0295
1584,12.7827
1585,8.4877
1586,22.7881
1587,12.2585
1588,14.2996
1589,17.8204
1590,23.0033
1591,12.3558
1592,15.3114
1593,15.9685
1594,19.1605
1595,14.8467
1596,18.705
1597,17.9384
1598,19.8288
1599,11.224
1600,21.2283
1601,16.6681
1602,7.9386
1603,17.81
1604,21.5883
1605,15.6061
1606,11.8418
1607,12.1123
1608,17.4101
1609,22.4907
1610,9.622
1611,18.6953
1612,16.6073
1613,15.6417
1614,14.6347
1615,18.2508
1616,24.8635
1617,24.1589
1618,20.5151
1619,8.9235
1620,14.3793
1621,20.8923
1622,25.2829
1623,14.2494
1624,11.0549
1625,19.1973
1626,15.5829
1627,13.638
1628,20.2413
1629,20.6402
1630,5.0196
1631,13.4315
1632,19.0495
1633,13.2588
1634,18.4095
1635,12.7843
1636,20.918
1637,18.4079
1638,21.5885
1639,17.4303
1640,14.9287
1641,6.6158
1642,18.546
1643,11.1009
1644,7.2601
1645,12.3723
1646,13.4242
1647,16.015
1648,15.7828
1649,11.0668
1650,14.96
1651,16.8544
1652,15.3549
1653,16.9629
1654,16.0366
1655,15.392
1656,17.5726
1657,5.4953
1658,17.1806
1659,15.0413
1660,15.7881
1661,22.5776
1662,20.3934
1663,9.9427
1664,16.3524
1665,15.6394
1666,18.9208
1667,25.1233
1668,11.4183
1669,16.8689
1670,24.7846
1671,15.9825
1672,7.9787
1673,11.2623
1674,15.42
1675,11.251
1676,13.9122
1677,14.91
1678,10.0044
1679,14.3168
1680,18.5963
1681,14.5401
1682,22.77
1683,13.4386
1684,11.401
1685,15.1742
1686,10.7239
1687,7.3133
1688,16.0352
1689,8.3193
1690,11.0134
1691,19.1272
1692,9.3138
1693,13.5642
1694,20.6989
1695,16.0012
1696,15.6331
1697,21.7488
1698,18.0123
1699,14.4082
1700,16.2478
1701,20.705
1702,10.8187
1703,14.5211
1704,21.7463
1705,18.3724
1706,12.9292
1707,9.0788
1708,13.6896
1709,4.9903
1710,19.6142
1711,18.955
1712,14.1153
1713,17.4612
1714,9.731
1715,16.0819
1716,16.828
1717,14.888
1718,9.3398
1719,26.2447
1720,13.6904
1721,8.8986
1722,15.5124
1723,28.4576
1724,22.92
1725,17.2038
1726,14.8986
1727,12.6039
1728,9.8519
1729,12.3804
1730,13.2973
1731,6.9397
1732,11.6567
1733,15.4736
1734,9.7643
1735,14.7854
1736,14.4576
1737,19.4655
1738,22.0522
1739,18.7408
1740,17.3932
1741,15.1813
1742,12.9014
1743,16.6414
1744,3.1551
1745,22.8926
1746,9.3042
1747,14.1888
1748,18.4625
1749,12.0665
1750,28.5525
1751,18.5933
1752,16.3542
1753,23.2489
1754,26.0939
1755,18.461
1756,11.5745
1757,17.5564
1758,16.4241
1759,13.8837
1760,22.8795
1761,11.9648
1762,19.4651
1763,12.9415
1764,17.4966
1765,3.2131
1766,6.6037
1767,15.6071
1768,15.584
1769,10.5294
1770,15.1406
1771,17.1268
1772,20.0903
1773,10.9297
1774,12.0867
1775,15.5051
1776,15.1636
1777,21.0187
1778,17.364
1779,18.9233
1780,11.7022
1781,23.0493
1782,16.7655
1783,9.7345
1784,18.7783
1785,11.2304
1786,19.798
1787,10.1695
1788,18.9448
1789,10.2137
1790,15.1168
1791,17.7852
1792,13.3716
1793,12.5897
1794,15.4646
1795,21.1729
1796,18.2112
1797,17.9798
1798,19.6643
1799,23.0343
1800,18.2627
1801,15.3466
1802,18.7384
1803,12.2907
1804,9.5452
1805,14.2627
1806,6.655
1807,16.417
1808,26.224
1809,15.7305
1810,13.1067
1811,20.0624
1812,14.2629
1813,16.7881
1814,15.1639
1815,12.0299
1816,20.296
1817,11.796
1818,8.3597
1819,16.9773
1820,18.7865
1821,13.0767
1822,18.8408
1823,13.9739
1824,15.6479
1825,13.936
1826,8.7228
1827,10.5998
1828,13.1207
1829,12.3825
1830,13.6889
1831,9.7578
1832,10.0048
1833,21.1302
1834,12.7212
1835,6.3903
1836,17.0653
1837,12.8256
1838,14.0327
1839,12.4334
1840,11.9165
1841,14.3094
1842,19.2405
1843,12.2257
1844,17.3325
1845,24.2746
1846,6.5546
1847,12.3169
1848,22.6913
1849,10.7034
1850,12.3739
1851,23.2796
1852,13.5816
1853,21.4512
1854,21.8315
1855,14.2255
1856,12.2846
1857,18.1763
1858,12.2975
1859,14.7385
1860,20.1324
1861,18.5302
1862,16.0432
1863,15.2828
1864,6.1788
1865,21.2527
1866,10.9664
1867,13.7758
1868,16.6751
1869,18.3627
1870,18.0403
1871,23.4613
1872,20.3984
1873,19.3268
1874,18.4852
1875,13.1144
1876,20.358
1877,24.7769
1878,-0.3786
1879,16.3323
1880,17.064
1881,20.605
1882,15.3994
1883,11.9907
1884,16.2084
1885,19.1656
1886,13.1054
1887,18.2714
1888,25.3355
1889,11.5702
1890,5.1195
1891,13.4784
1892,17.8076
1893,9.4767
1894,13.5
